,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Height,Lg,MP,ORB,PF,PTS,Player,Pos,STL,Season,TOV,TRB,Tm,eFG%,href
350,6.0,.500,12.0,0.0,None,0.0,1.3,31,1.0,5.3,6.0,.500,12.0,5.7,.654,8.7,6,6,7-1,NBA,24.5,3.2,1.5,17.7,David Robinson,C,1.0,1996-97,1.3,8.5,SAS,.500,/players/r/robinda01.html
351,7.4,.512,14.5,0.0,.250,0.1,2.7,32,2.6,7.3,7.5,.511,14.6,6.6,.735,9.0,73,73,7-1,NBA,33.7,3.3,2.8,21.6,David Robinson,C,0.9,None,2.8,10.6,SAS,.511,/players/r/robinda01.html
352,5.5,.510,10.7,0.0,.000,0.0,2.1,33,2.4,7.0,5.5,.509,10.8,4.9,.658,7.4,49,49,7-1,NBA,31.7,3.0,2.9,15.8,David Robinson,C,1.4,1998-99,2.2,10.0,SAS,.509,/players/r/robinda01.html
353,6.6,.513,12.9,0.0,.000,0.0,1.8,34,2.3,7.2,6.6,.512,12.9,4.6,.726,6.4,80,80,7-1,NBA,32.0,2.4,3.1,17.8,David Robinson,C,1.2,None,2.1,9.6,SAS,.512,/players/r/robinda01.html
354,5.0,.487,10.3,0.0,.000,0.0,1.5,35,2.5,6.0,5.0,.486,10.3,4.4,.747,5.9,80,80,7-1,NBA,29.6,2.6,2.7,14.4,David Robinson,C,1.0,None,1.5,8.6,SAS,.486,/players/r/robinda01.html
355,4.4,.507,8.6,0.0,None,0.0,1.2,36,1.8,5.8,4.4,.507,8.6,3.4,.681,5.1,78,78,7-1,NBA,29.5,2.4,2.5,12.2,David Robinson,C,1.1,2001-02,1.3,8.3,SAS,.507,/players/r/robinda01.html
356,3.1,.469,6.6,0.0,None,0.0,1.0,37,1.7,5.4,3.1,.469,6.6,2.4,.710,3.3,64,64,7-1,NBA,26.2,2.5,2.0,8.5,David Robinson,C,0.8,2002-03,1.3,7.9,SAS,.469,/players/r/robinda01.html
357,7.1,.572,12.5,0.0,.000,0.0,1.0,19,1.5,9.1,7.1,.571,12.5,4.5,.635,7.1,83,None,6-10,ABA,38.6,5.5,3.5,18.8,Moses Malone,C,1.0,None,3.9,14.6,UTS,.571,/players/m/malonmo01.html
358,5.8,.514,11.3,0.0,.000,0.0,1.3,20,0.7,5.0,5.8,.512,11.4,2.6,.612,4.3,43,None,6-10,ABA,27.2,4.6,2.6,14.3,Moses Malone,PF,0.6,1975-76,3.3,9.6,SSL,.512,/players/m/malonmo01.html
359,4.7,.480,9.9,None,None,None,1.1,21,2.2,7.7,4.7,.480,9.9,3.7,.693,5.4,82,None,6-10,NBA,30.6,5.3,3.4,13.2,Moses Malone,C,0.8,1976-77,None,13.1,TOT,.480,/players/m/malonmo01.html
360,0.0,None,0.0,None,None,None,0.0,21,0.0,0.5,0.0,None,0.0,0.0,None,0.0,2,None,6-10,NBA,3.0,0.0,0.5,0.0,Moses Malone,C,0.0,1976-77,None,0.5,BUF,None,/players/m/malonmo01.html
361,4.9,.480,10.1,None,None,None,1.1,21,2.3,7.9,4.9,.480,10.1,3.8,.693,5.5,80,None,6-10,NBA,31.3,5.5,3.4,13.5,Moses Malone,C,0.8,1976-77,None,13.4,HOU,.480,/players/m/malonmo01.html
362,7.0,.499,14.0,None,None,None,0.5,22,1.3,8.6,7.0,.499,14.0,5.4,.718,7.5,59,None,6-10,NBA,35.7,6.4,3.0,19.4,Moses Malone,C,0.8,None,3.7,15.0,HOU,.499,/players/m/malonmo01.html
363,8.7,.540,16.2,None,None,None,1.8,23,1.5,10.5,8.7,.540,16.2,7.3,.739,9.9,82,None,6-10,NBA,41.3,7.2,2.7,24.8,Moses Malone,C,1.0,None,4.0,17.6,HOU,.540,/players/m/malonmo01.html
364,9.5,.504,18.8,0.0,.000,0.1,1.8,24,1.3,7.5,9.5,.502,18.9,6.9,.719,9.5,82,None,6-10,NBA,38.3,7.0,2.6,25.8,Moses Malone,C,1.0,None,3.7,14.5,HOU,.502,/players/m/malonmo01.html
365,10.1,.522,19.3,0.0,.333,0.0,1.8,25,1.9,8.8,10.1,.522,19.3,7.6,.757,10.1,80,None,6-10,NBA,40.6,5.9,2.8,27.8,Moses Malone,C,1.0,None,3.9,14.8,HOU,.522,/players/m/malonmo01.html
366,11.7,.520,22.4,0.0,.000,0.1,1.8,26,1.5,7.8,11.7,.519,22.5,7.8,.762,10.2,81,81,6-10,NBA,42.0,6.9,2.6,31.1,Moses Malone,C,0.9,None,3.6,14.7,HOU,.519,/players/m/malonmo01.html
367,8.4,.502,16.7,0.0,.000,0.0,1.3,27,2.0,9.6,8.4,.501,16.7,7.7,.761,10.1,78,78,6-10,NBA,37.5,5.7,2.6,24.5,Moses Malone,C,1.1,None,3.4,15.3,PHI,.501,/players/m/malonmo01.html
368,7.5,.485,15.5,0.0,.000,0.1,1.4,28,1.5,8.4,7.5,.483,15.5,7.7,.750,10.2,71,71,6-10,NBA,36.8,5.0,2.6,22.7,Moses Malone,C,1.0,None,3.5,13.4,PHI,.483,/players/m/malonmo01.html
369,7.6,.470,16.2,0.0,.000,0.0,1.6,29,1.6,8.2,7.6,.469,16.3,9.3,.815,11.4,79,79,6-10,NBA,37.4,4.9,2.7,24.6,Moses Malone,C,0.8,None,3.6,13.1,PHI,.469,/players/m/malonmo01.html
370,7.7,.459,16.8,0.0,.000,0.0,1.2,30,1.0,7.2,7.7,.458,16.8,8.3,.787,10.6,74,74,6-10,NBA,36.6,4.6,2.6,23.8,Moses Malone,C,0.9,None,3.5,11.8,PHI,.458,/players/m/malonmo01.html
371,8.2,.458,17.8,0.0,.000,0.2,1.6,31,1.3,6.6,8.2,.454,18.0,7.8,.824,9.5,73,70,6-10,NBA,34.1,4.7,1.9,24.1,Moses Malone,C,0.8,None,2.8,11.3,WSB,.454,/players/m/malonmo01.html
372,6.7,.488,13.7,0.0,.286,0.1,1.4,32,0.9,6.5,6.7,.487,13.8,6.9,.788,8.7,79,78,6-10,NBA,34.1,4.7,2.0,20.3,Moses Malone,C,0.7,None,3.2,11.2,WSB,.488,/players/m/malonmo01.html
373,6.6,.496,13.4,0.0,.000,0.1,1.4,33,1.2,7.0,6.6,.491,13.5,6.9,.789,8.8,81,80,6-10,NBA,35.5,4.8,1.9,20.2,Moses Malone,C,1.0,None,3.0,11.8,ATL,.491,/players/m/malonmo01.html
374,6.4,.483,13.2,0.0,.111,0.1,1.6,34,1.0,5.5,6.4,.480,13.3,6.1,.781,7.8,81,81,6-10,NBA,33.8,4.5,2.0,18.9,Moses Malone,C,0.6,1989-90,2.9,10.0,ATL,.481,/players/m/malonmo01.html
375,3.4,.474,7.2,0.0,.000,0.1,0.8,35,0.9,4.8,3.4,.468,7.3,3.8,.831,4.5,82,15,6-10,NBA,23.3,3.3,1.6,10.6,Moses Malone,C,0.4,1990-91,1.7,8.1,ATL,.468,/players/m/malonmo01.html
376,5.3,.474,11.2,0.0,.375,0.1,1.1,36,0.8,5.2,5.4,.474,11.3,4.8,.786,6.1,82,77,6-10,NBA,30.6,3.9,1.7,15.6,Moses Malone,C,0.9,1991-92,1.8,9.1,MIL,.475,/players/m/malonmo01.html
377,1.2,.310,3.8,0.0,None,0.0,0.6,37,0.7,2.2,1.2,.310,3.8,2.2,.774,2.8,11,0,6-10,NBA,9.5,2.0,0.5,4.5,Moses Malone,C,0.1,1992-93,0.9,4.2,MIL,.310,/players/m/malonmo01.html
378,1.9,.442,4.2,0.0,.000,0.0,0.6,38,0.3,2.2,1.9,.440,4.2,1.6,.769,2.1,55,0,6-10,NBA,11.2,1.9,0.9,5.3,Moses Malone,C,0.2,1993-94,1.1,4.1,PHI,.440,/players/m/malonmo01.html
379,0.7,.364,1.9,0.1,.500,0.1,0.4,39,0.2,1.5,0.8,.371,2.1,1.3,.688,1.9,17,0,6-10,NBA,8.8,1.2,0.9,2.9,Moses Malone,C,0.1,1994-95,0.6,2.7,SAS,.386,/players/m/malonmo01.html
380,,,,,,,4.0,21,,,5.4,.385,14.1,5.9,.774,7.6,64,None,6-8,NBA,None,,3.5,16.8,Dolph Schayes,None,,1949-50,,None,SYR,,/players/s/schaydo01.html
381,,,,,,,3.8,22,,,5.0,.357,14.1,6.9,.752,9.2,66,None,6-8,NBA,None,,4.1,17.0,Dolph Schayes,None,,None,,16.4,SYR,,/players/s/schaydo01.html
382,,,,,,,2.9,23,,,4.2,.355,11.7,5.4,.807,6.7,63,None,6-8,NBA,31.8,,3.4,13.8,Dolph Schayes,PF,,None,,12.3,SYR,,/players/s/schaydo01.html
383,,,,,,,3.2,24,,,5.3,.374,14.1,7.2,.827,8.7,71,None,6-8,NBA,37.6,,3.8,17.8,Dolph Schayes,PF,,None,,13.0,SYR,,/players/s/schaydo01.html
384,,,,,,,3.0,25,,,5.1,.380,13.5,6.8,.827,8.2,72,None,6-8,NBA,36.9,,3.2,17.1,Dolph Schayes,C,,None,,12.1,SYR,,/players/s/schaydo01.html
385,,,,,,,3.0,26,,,5.9,.383,15.3,6.8,.833,8.2,72,None,6-8,NBA,35.1,,3.4,18.5,Dolph Schayes,PF,,None,,12.3,SYR,,/players/s/schaydo01.html
386,,,,,,,2.8,27,,,6.5,.387,16.7,7.5,.858,8.8,72,None,6-8,NBA,35.0,,3.5,20.4,Dolph Schayes,PF,,None,,12.4,SYR,,/players/s/schaydo01.html
387,,,,,,,3.2,28,,,6.9,.379,18.2,8.7,.904,9.6,72,None,6-8,NBA,39.6,,3.0,22.5,Dolph Schayes,PF,,None,,14.0,SYR,,/players/s/schaydo01.html
388,,,,,,,3.1,29,,,8.1,.398,20.3,8.7,.904,9.7,72,None,6-8,NBA,40.5,,3.4,24.9,Dolph Schayes,PF,,None,,14.2,SYR,,/players/s/schaydo01.html
389,,,,,,,2.5,30,,,7.0,.387,18.1,7.3,.864,8.5,72,None,6-8,NBA,36.7,,3.9,21.3,Dolph Schayes,PF,,None,,13.4,SYR,,/players/s/schaydo01.html
390,,,,,,,3.4,31,,,7.7,.401,19.2,7.1,.893,8.0,75,None,6-8,NBA,36.5,,3.5,22.5,Dolph Schayes,PF,,None,,12.8,SYR,,/players/s/schaydo01.html
391,,,,,,,3.7,32,,,7.5,.372,20.2,8.6,.868,9.9,79,None,6-8,NBA,38.1,,3.7,23.6,Dolph Schayes,PF,,None,,12.2,SYR,,/players/s/schaydo01.html
392,,,,,,,2.1,33,,,4.8,.357,13.4,5.1,.897,5.7,56,None,6-8,NBA,26.4,,3.0,14.7,Dolph Schayes,PF,,None,,7.8,SYR,,/players/s/schaydo01.html
393,,,,,,,2.7,34,,,3.4,.388,8.7,2.7,.879,3.1,66,None,6-8,NBA,21.8,,2.7,9.5,Dolph Schayes,PF,,1962-63,,5.7,SYR,,/players/s/schaydo01.html
394,,,,,,,2.0,35,,,1.8,.308,6.0,1.9,.807,2.4,24,None,6-8,NBA,14.6,,3.2,5.6,Dolph Schayes,PF,,1963-64,,4.6,PHI,,/players/s/schaydo01.html
395,6.6,.455,14.5,0.7,.288,2.6,2.4,19,0.9,3.5,7.3,.430,17.1,4.9,.873,5.6,80,80,6-9,NBA,34.6,0.9,1.5,20.3,Kevin Durant,SG,1.0,2007-08,2.9,4.4,SEA,.451,/players/d/duranke01.html
396,7.6,.486,15.7,1.3,.422,3.1,2.8,20,0.7,5.5,8.9,.476,18.8,6.1,.863,7.1,74,74,6-9,NBA,39.0,1.0,1.8,25.3,Kevin Durant,SF,1.3,2008-09,3.0,6.5,OKC,.510,/players/d/duranke01.html
397,8.1,.506,16.1,1.6,.365,4.3,2.8,21,1.0,6.3,9.7,.476,20.3,9.2,.900,10.2,82,82,6-9,NBA,39.5,1.3,2.1,30.1,Kevin Durant,SF,1.4,None,3.3,7.6,OKC,.514,/players/d/duranke01.html
398,7.3,.504,14.4,1.9,.350,5.3,2.7,22,1.0,6.1,9.1,.462,19.7,7.6,.880,8.7,78,78,6-9,NBA,38.9,0.7,2.0,27.7,Kevin Durant,SF,1.1,None,2.8,6.8,OKC,.509,/players/d/duranke01.html
399,7.7,.535,14.4,2.0,.387,5.2,3.5,23,1.2,7.4,9.7,.496,19.7,6.5,.860,7.6,66,66,6-9,NBA,38.6,0.6,2.0,28.0,Kevin Durant,SF,1.3,None,3.8,8.0,OKC,.547,/players/d/duranke01.html
400,7.3,.539,13.6,1.7,.416,4.1,4.6,24,1.3,7.3,9.0,.510,17.7,8.4,.905,9.3,81,81,6-9,NBA,38.5,0.6,1.8,28.1,Kevin Durant,SF,1.4,None,3.5,7.9,OKC,.559,/players/d/duranke01.html
401,8.1,.549,14.8,2.4,.391,6.1,5.5,25,0.7,6.7,10.5,.503,20.8,8.7,.873,9.9,81,81,6-9,NBA,38.5,0.7,2.1,32.0,Kevin Durant,SF,1.3,None,3.5,7.4,OKC,.560,/players/d/duranke01.html
402,6.4,.565,11.4,2.4,.403,5.9,4.1,26,0.9,6.0,8.8,.510,17.3,5.4,.854,6.3,27,27,6-9,NBA,33.8,0.6,1.5,25.4,Kevin Durant,SF,0.9,None,2.7,6.6,OKC,.578,/players/d/duranke01.html
403,7.1,.569,12.5,2.6,.387,6.7,5.0,27,1.2,7.6,9.7,.505,19.2,6.2,.898,6.9,72,72,6-9,NBA,35.8,0.6,1.9,28.2,Kevin Durant,SF,1.0,None,3.5,8.2,OKC,.573,/players/d/duranke01.html
404,7.0,.608,11.5,1.9,.375,5.0,4.8,28,1.6,7.6,8.9,.537,16.5,5.4,.875,6.2,62,62,6-9,NBA,33.4,0.6,1.9,25.1,Kevin Durant,PF,1.1,None,2.2,8.3,GSW,.594,/players/d/duranke01.html
405,6.7,.565,11.9,2.5,.419,6.1,5.4,29,1.8,6.4,9.3,.516,18.0,5.3,.889,5.9,68,68,6-9,NBA,34.2,0.5,2.0,26.4,Kevin Durant,PF,0.7,None,3.0,6.8,GSW,.586,/players/d/duranke01.html
406,7.5,.587,12.8,1.8,.353,5.0,5.9,30,1.1,5.9,9.2,.521,17.7,5.7,.885,6.5,78,78,6-9,NBA,34.6,0.4,2.0,26.0,Kevin Durant,PF,0.7,None,2.9,6.4,GSW,.571,/players/d/duranke01.html
407,1.9,.481,3.9,0.0,.182,0.1,5.1,22,0.1,1.0,1.9,.471,4.1,1.7,.736,2.4,82,5,6-1,NBA,18.2,0.3,2.5,5.6,John Stockton,PG,1.3,1984-85,1.8,1.3,UTA,.474,/players/s/stockjo01.html
408,2.8,.501,5.5,0.0,.133,0.2,7.4,23,0.1,1.8,2.8,.489,5.7,2.1,.839,2.5,82,38,6-1,NBA,23.6,0.4,2.8,7.7,John Stockton,PG,1.9,1985-86,2.0,2.2,UTA,.491,/players/s/stockjo01.html
409,2.7,.528,5.2,0.1,.179,0.5,8.2,24,0.2,1.5,2.8,.499,5.6,2.2,.782,2.8,82,2,6-1,NBA,22.7,0.4,2.7,7.9,John Stockton,PG,2.2,1986-87,2.0,1.8,UTA,.506,/players/s/stockjo01.html
410,5.2,.594,8.8,0.3,.358,0.8,13.8,25,0.2,2.2,5.5,.574,9.6,3.3,.840,4.0,82,79,6-1,NBA,34.7,0.7,3.0,14.7,John Stockton,PG,3.0,1987-88,3.2,2.9,UTA,.589,/players/s/stockjo01.html
411,5.9,.561,10.5,0.2,.242,0.8,13.6,26,0.2,2.0,6.1,.538,11.3,4.8,.863,5.5,82,82,6-1,NBA,38.7,1.0,2.9,17.1,John Stockton,PG,3.2,None,3.8,3.0,UTA,.547,/players/s/stockjo01.html
412,5.4,.528,10.3,0.6,.416,1.4,14.5,27,0.2,1.9,6.1,.514,11.8,4.5,.819,5.5,78,78,6-1,NBA,37.4,0.7,3.0,17.2,John Stockton,PG,2.7,None,3.5,2.6,UTA,.540,/players/s/stockjo01.html
413,5.3,.541,9.9,0.7,.345,2.0,14.2,28,0.2,2.3,6.0,.507,11.9,4.4,.836,5.3,82,82,6-1,NBA,37.8,0.6,2.8,17.2,John Stockton,PG,2.9,None,3.6,2.9,UTA,.537,/players/s/stockjo01.html
414,4.5,.503,9.0,1.0,.407,2.5,13.7,29,0.3,2.5,5.5,.482,11.5,3.8,.842,4.5,82,82,6-1,NBA,36.6,0.8,2.9,15.8,John Stockton,PG,3.0,None,3.5,3.3,UTA,.527,/players/s/stockjo01.html
415,4.5,.513,8.7,0.9,.385,2.3,12.0,30,0.3,2.1,5.3,.486,11.0,3.6,.798,4.5,82,82,6-1,NBA,34.9,0.8,2.7,15.1,John Stockton,PG,2.4,None,3.2,2.9,UTA,.526,/players/s/stockjo01.html
416,5.0,.570,8.8,0.6,.322,1.8,12.6,31,0.3,2.3,5.6,.528,10.6,3.3,.805,4.1,82,82,6-1,NBA,36.2,0.9,2.9,15.1,John Stockton,PG,2.4,None,3.2,3.1,UTA,.555,/players/s/stockjo01.html
417,4.0,.580,6.9,1.2,.449,2.8,12.3,32,0.3,2.4,5.2,.542,9.6,3.0,.804,3.7,82,82,6-1,NBA,35.0,0.7,2.6,14.7,John Stockton,PG,2.4,None,3.3,3.1,UTA,.607,/players/s/stockjo01.html
418,4.2,.582,7.2,1.2,.422,2.7,11.2,33,0.2,2.1,5.4,.538,10.0,2.9,.830,3.4,82,82,6-1,NBA,35.5,0.7,2.5,14.7,John Stockton,PG,1.7,None,3.0,2.8,UTA,.596,/players/s/stockjo01.html
419,4.1,.587,7.1,0.9,.422,2.2,10.5,34,0.2,2.2,5.1,.548,9.3,3.4,.846,4.0,82,82,6-1,NBA,35.3,0.5,2.4,14.4,John Stockton,PG,2.0,None,3.0,2.8,UTA,.598,/players/s/stockjo01.html
420,3.6,.550,6.6,0.6,.429,1.4,8.5,35,0.2,2.0,4.2,.528,8.0,3.0,.827,3.6,64,64,6-1,NBA,29.0,0.5,2.2,12.0,John Stockton,PG,1.4,1997-98,2.5,2.6,UTA,.567,/players/s/stockjo01.html
421,3.7,.511,7.2,0.3,.320,1.0,7.5,36,0.3,2.3,4.0,.488,8.2,2.7,.811,3.4,50,50,6-1,NBA,28.2,0.6,2.1,11.1,John Stockton,PG,1.6,1998-99,2.2,2.9,UTA,.507,/players/s/stockjo01.html
422,3.9,.530,7.4,0.5,.355,1.5,8.6,37,0.2,2.1,4.4,.501,8.8,2.7,.860,3.1,82,82,6-1,NBA,29.7,0.5,2.3,12.1,John Stockton,PG,1.7,None,2.2,2.6,UTA,.530,/players/s/stockjo01.html
423,3.3,.514,6.3,0.7,.462,1.6,8.7,38,0.3,2.1,4.0,.504,7.9,2.8,.817,3.4,82,82,6-1,NBA,29.2,0.7,2.4,11.5,John Stockton,PG,1.6,2000-01,2.5,2.8,UTA,.551,/players/s/stockjo01.html
424,4.6,.539,8.5,0.3,.321,1.0,8.2,39,0.3,2.5,4.9,.517,9.5,3.4,.857,3.9,82,82,6-1,NBA,31.3,0.7,2.5,13.4,John Stockton,PG,1.9,2001-02,2.5,3.2,UTA,.534,/players/s/stockjo01.html
425,3.4,.500,6.8,0.4,.363,1.0,7.7,40,0.2,1.8,3.8,.483,7.8,2.9,.826,3.5,82,82,6-1,NBA,27.7,0.6,2.2,10.8,John Stockton,PG,1.7,2002-03,2.2,2.5,UTA,.505,/players/s/stockjo01.html
426,6.1,.432,14.0,0.2,.288,0.8,7.8,20,0.2,2.1,6.3,.424,14.8,4.2,.704,6.0,72,72,6-1,NBA,33.8,0.8,3.5,17.0,Isiah Thomas,PG,2.1,None,4.2,2.9,DET,.432,/players/t/thomais01.html
427,8.5,.488,17.4,0.4,.288,1.5,7.8,21,0.4,2.8,9.0,.472,19.0,4.5,.710,6.4,81,81,6-1,NBA,38.2,1.3,3.9,22.9,Isiah Thomas,PG,2.5,None,4.0,4.0,DET,.483,/players/t/thomais01.html
428,7.9,.468,16.9,0.3,.338,0.8,11.1,22,0.4,2.7,8.2,.462,17.7,4.7,.733,6.5,82,82,6-1,NBA,36.7,1.3,4.0,21.3,Isiah Thomas,PG,2.5,None,3.7,4.0,DET,.470,/players/t/thomais01.html
429,7.6,.476,16.0,0.4,.257,1.4,13.9,23,0.3,3.0,8.0,.458,17.4,4.9,.809,6.1,81,81,6-1,NBA,38.1,1.4,3.6,21.2,Isiah Thomas,PG,2.3,None,3.7,4.5,DET,.468,/players/t/thomais01.html
430,7.6,.501,15.1,0.3,.310,1.1,10.8,24,0.3,2.5,7.9,.488,16.2,4.7,.790,6.0,77,77,6-1,NBA,36.2,1.1,3.2,20.9,Isiah Thomas,PG,2.2,None,3.8,3.6,DET,.498,/players/t/thomais01.html
431,7.5,.484,15.5,0.2,.194,1.2,10.0,25,0.2,2.9,7.7,.463,16.7,4.9,.768,6.4,81,81,6-1,NBA,37.2,1.0,3.1,20.6,Isiah Thomas,PG,1.9,None,4.2,3.9,DET,.470,/players/t/thomais01.html
432,7.3,.475,15.4,0.4,.309,1.2,8.4,26,0.2,2.6,7.7,.463,16.6,3.8,.774,4.9,81,81,6-1,NBA,36.1,0.8,2.7,19.5,Isiah Thomas,PG,1.7,None,3.4,3.4,DET,.474,/players/t/thomais01.html
433,6.7,.485,13.8,0.4,.273,1.5,8.3,27,0.3,2.8,7.1,.464,15.3,3.6,.818,4.4,80,76,6-1,NBA,36.6,0.6,2.6,18.2,Isiah Thomas,PG,1.7,None,3.7,3.4,DET,.477,/players/t/thomais01.html
434,6.6,.453,14.6,0.5,.309,1.7,9.4,28,0.2,2.9,7.1,.438,16.3,3.6,.775,4.7,81,81,6-1,NBA,37.0,0.9,2.5,18.4,Isiah Thomas,PG,1.7,None,4.0,3.8,DET,.454,/players/t/thomais01.html
435,5.6,.450,12.5,0.4,.292,1.4,9.3,29,0.2,2.6,6.0,.435,13.9,3.7,.782,4.8,48,46,6-1,NBA,34.5,0.7,2.5,16.2,Isiah Thomas,PG,1.6,None,3.9,3.3,DET,.449,/players/t/thomais01.html
436,6.9,.458,15.1,0.3,.291,1.1,7.2,30,0.2,2.3,7.2,.446,16.2,3.7,.772,4.8,78,78,6-1,NBA,37.4,0.9,2.5,18.5,Isiah Thomas,PG,1.5,None,3.2,3.2,DET,.456,/players/t/thomais01.html
437,5.9,.439,13.4,0.8,.308,2.5,8.5,31,0.2,2.0,6.7,.418,15.9,3.5,.737,4.8,79,79,6-1,NBA,37.0,0.9,2.8,17.6,Isiah Thomas,PG,1.6,None,3.6,2.9,DET,.442,/players/t/thomais01.html
438,4.8,.438,11.0,0.7,.310,2.2,6.9,32,0.1,1.9,5.5,.417,13.2,3.1,.702,4.4,58,56,6-1,NBA,30.2,0.8,2.2,14.8,Isiah Thomas,PG,1.2,1993-94,3.5,2.7,DET,.442,/players/t/thomais01.html
439,4.6,.464,9.9,0.6,.282,2.3,7.8,20,0.1,4.3,5.2,.430,12.1,5.1,.847,6.0,78,78,6-0,NBA,36.0,0.8,2.8,16.1,Chris Paul,PG,2.2,2005-06,2.3,5.1,NOK,.456,/players/p/paulch01.html
440,5.2,.455,11.4,0.8,.350,2.2,8.9,21,0.0,3.5,6.0,.437,13.6,4.6,.818,5.6,64,64,6-0,NBA,36.8,0.8,2.4,17.3,Chris Paul,PG,1.8,2006-07,2.5,4.4,NOK,.466,/players/p/paulch01.html
441,6.7,.516,13.0,1.2,.369,3.1,11.6,22,0.1,3.2,7.9,.488,16.1,4.2,.851,4.9,80,80,6-0,NBA,37.6,0.8,2.3,21.1,Chris Paul,PG,2.7,None,2.5,4.0,NOH,.524,/players/p/paulch01.html
442,7.3,.525,13.8,0.8,.364,2.3,11.0,23,0.1,4.7,8.1,.503,16.1,5.8,.868,6.7,78,78,6-0,NBA,38.5,0.9,2.7,22.8,Chris Paul,PG,2.8,None,3.0,5.5,NOH,.528,/players/p/paulch01.html
443,5.8,.514,11.3,1.2,.409,2.8,10.7,24,0.2,3.8,7.0,.493,14.2,3.6,.847,4.2,45,45,6-0,NBA,38.0,0.4,2.6,18.7,Chris Paul,PG,2.1,None,2.5,4.2,NOH,.534,/players/p/paulch01.html
444,4.5,.482,9.3,0.9,.388,2.3,9.8,25,0.1,3.6,5.4,.463,11.6,4.2,.878,4.8,80,80,6-0,NBA,36.0,0.5,2.5,15.9,Chris Paul,PG,2.4,None,2.2,4.1,NOH,.502,/players/p/paulch01.html
445,5.8,.511,11.3,1.3,.371,3.6,9.1,26,0.1,2.9,7.1,.478,14.8,4.3,.861,5.0,60,60,6-0,NBA,36.4,0.7,2.3,19.8,Chris Paul,PG,2.5,None,2.1,3.6,LAC,.522,/players/p/paulch01.html
446,4.8,.538,8.9,1.1,.328,3.3,9.7,27,0.1,3.0,5.9,.481,12.2,4.1,.885,4.6,70,70,6-0,NBA,33.4,0.8,2.0,16.9,Chris Paul,PG,2.4,None,2.3,3.7,LAC,.526,/players/p/paulch01.html
447,5.3,.498,10.6,1.3,.368,3.4,10.7,28,0.1,3.7,6.5,.467,14.0,4.8,.855,5.6,62,62,6-0,NBA,35.0,0.6,2.5,19.1,Chris Paul,PG,2.5,None,2.3,4.3,LAC,.511,/players/p/paulch01.html
448,5.2,.523,10.0,1.7,.398,4.3,10.2,29,0.2,4.0,6.9,.485,14.3,3.5,.900,3.9,82,82,6-0,NBA,34.8,0.6,2.5,19.1,Chris Paul,PG,1.9,None,2.3,4.6,LAC,.545,/players/p/paulch01.html
449,5.3,.501,10.6,1.6,.371,4.4,10.0,30,0.2,3.7,7.0,.462,15.1,4.0,.896,4.4,74,74,6-0,NBA,32.7,0.5,2.5,19.5,Chris Paul,PG,2.1,None,2.6,4.2,LAC,.517,/players/p/paulch01.html
450,4.1,.518,7.9,2.0,.411,5.0,9.2,31,0.1,4.3,6.1,.476,12.9,3.8,.892,4.3,61,61,6-0,NBA,31.5,0.7,2.4,18.1,Chris Paul,PG,2.0,2016-17,2.4,5.0,LAC,.555,/players/p/paulch01.html
451,3.8,.532,7.2,2.5,.380,6.5,7.9,32,0.2,4.8,6.3,.460,13.8,3.5,.919,3.8,58,58,6-0,NBA,31.8,0.6,2.4,18.6,Chris Paul,PG,1.7,2017-18,2.2,5.4,HOU,.550,/players/p/paulch01.html
452,3.0,.479,6.3,2.2,.358,6.1,8.2,33,0.3,3.9,5.2,.419,12.4,3.0,.862,3.5,58,58,6-0,NBA,32.0,0.6,2.5,15.6,Chris Paul,PG,2.0,2018-19,2.6,4.6,HOU,.508,/players/p/paulch01.html
453,5.2,.548,9.5,0.0,.167,0.1,1.9,21,1.0,5.3,5.2,.545,9.5,3.6,.733,4.9,82,60,6-6,NBA,28.6,3.2,3.7,14.0,Charles Barkley,PF,1.2,1984-85,2.5,8.6,PHI,.546,/players/b/barklch01.html
454,7.2,.598,12.1,0.2,.227,0.9,3.9,22,1.6,8.4,7.4,.572,13.0,5.0,.685,7.2,80,80,6-6,NBA,36.9,4.4,4.2,20.0,Charles Barkley,PF,2.2,1985-86,4.4,12.8,PHI,.580,/players/b/barklch01.html
455,7.9,.643,12.3,0.3,.202,1.5,4.9,23,1.5,8.9,8.2,.594,13.8,6.3,.761,8.3,68,62,6-6,NBA,40.3,5.7,3.7,23.0,Charles Barkley,PF,1.8,None,4.7,14.6,PHI,.606,/players/b/barklch01.html
456,8.9,.630,14.1,0.6,.280,2.0,3.2,24,1.3,7.1,9.4,.587,16.0,8.9,.751,11.9,80,80,6-6,NBA,39.6,4.8,3.5,28.3,Charles Barkley,PF,1.3,None,3.8,11.9,PHI,.604,/players/b/barklch01.html
457,8.4,.636,13.2,0.4,.216,2.1,4.1,25,0.8,7.4,8.9,.579,15.3,7.6,.753,10.1,79,79,6-6,NBA,39.1,5.1,3.3,25.8,Charles Barkley,PF,1.6,None,3.2,12.5,PHI,.594,/players/b/barklch01.html
