,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Height,Lg,MP,ORB,PF,PTS,Player,Pos,STL,Season,TOV,TRB,Tm,eFG%,href
458,8.7,.632,13.7,0.3,.217,1.2,3.9,26,0.6,6.9,8.9,.600,14.9,7.1,.749,9.4,79,79,6-6,NBA,39.1,4.6,3.2,25.2,Charles Barkley,SF,1.9,None,3.1,11.5,PHI,.608,/players/b/barklch01.html
459,9.3,.614,15.1,0.7,.284,2.3,4.2,27,0.5,6.3,9.9,.570,17.4,7.1,.722,9.8,67,67,6-6,NBA,37.3,3.9,2.6,27.6,Charles Barkley,SF,1.6,None,3.1,10.1,PHI,.589,/players/b/barklch01.html
460,7.9,.597,13.2,0.4,.234,1.8,4.1,28,0.6,7.5,8.3,.552,15.0,6.1,.695,8.7,75,75,6-6,NBA,38.4,3.6,2.6,23.1,Charles Barkley,SF,1.8,None,3.1,11.1,PHI,.567,/players/b/barklch01.html
461,8.5,.561,15.2,0.9,.305,2.9,5.1,29,1.0,9.1,9.4,.520,18.1,5.9,.765,7.7,76,76,6-6,NBA,37.6,3.1,2.6,25.6,Charles Barkley,PF,1.6,None,3.1,12.2,PHO,.545,/players/b/barklch01.html
462,7.2,.541,13.4,0.7,.270,2.7,4.6,30,0.6,8.1,8.0,.495,16.1,4.9,.704,7.0,65,65,6-6,NBA,35.4,3.0,2.5,21.6,Charles Barkley,PF,1.6,None,3.2,11.2,PHO,.518,/players/b/barklch01.html
463,7.1,.521,13.6,1.1,.338,3.2,4.1,31,0.7,8.1,8.1,.486,16.8,5.6,.748,7.5,68,66,6-6,NBA,35.0,3.0,3.0,23.0,Charles Barkley,PF,1.6,None,2.2,11.1,PHO,.518,/players/b/barklch01.html
464,7.5,.539,13.9,0.7,.280,2.5,3.7,32,0.8,8.1,8.2,.500,16.3,6.2,.777,8.0,71,71,6-6,NBA,37.1,3.4,2.9,23.2,Charles Barkley,PF,1.6,None,3.1,11.6,PHO,.521,/players/b/barklch01.html
465,5.2,.569,9.2,1.1,.283,3.9,4.7,33,0.5,9.5,6.3,.484,13.1,5.4,.694,7.8,53,53,6-6,NBA,37.9,4.0,2.9,19.2,Charles Barkley,PF,1.3,None,2.8,13.5,HOU,.526,/players/b/barklch01.html
466,5.0,.520,9.7,0.3,.214,1.2,3.2,34,0.4,8.1,5.3,.485,10.9,4.4,.746,5.8,68,41,6-6,NBA,33.0,3.5,2.8,15.2,Charles Barkley,PF,1.0,1997-98,2.2,11.7,HOU,.497,/players/b/barklch01.html
467,5.6,.495,11.4,0.1,.160,0.6,4.6,35,0.3,8.3,5.7,.478,12.0,4.6,.719,6.4,42,40,6-6,NBA,36.3,4.0,2.1,16.1,Charles Barkley,PF,1.0,1998-99,2.4,12.3,HOU,.482,/players/b/barklch01.html
468,5.0,.510,9.8,0.3,.231,1.3,3.2,36,0.2,6.9,5.3,.477,11.1,3.6,.645,5.5,20,18,6-6,NBA,31.0,3.6,2.4,14.5,Charles Barkley,PF,0.7,1999-00,2.2,10.5,HOU,.491,/players/b/barklch01.html
469,6.2,.448,13.8,2.0,.341,6.0,7.5,21,0.3,2.6,8.2,.416,19.8,5.0,.702,7.2,76,74,6-0,NBA,40.1,1.5,3.1,23.5,Allen Iverson,PG,2.1,1996-97,4.4,4.1,PHI,.467,/players/i/iversal01.html
470,7.2,.494,14.7,0.9,.298,2.9,6.2,22,0.3,2.6,8.1,.461,17.6,4.9,.729,6.7,80,80,6-0,NBA,39.4,1.1,2.5,22.0,Allen Iverson,PG,2.2,1997-98,3.1,3.7,PHI,.486,/players/i/iversal01.html
471,7.9,.440,17.9,1.2,.291,4.1,4.6,23,0.1,3.5,9.1,.412,22.0,7.4,.751,9.9,48,48,6-0,NBA,41.5,1.4,2.0,26.8,Allen Iverson,SG,2.3,1998-99,3.5,4.9,PHI,.439,/players/i/iversal01.html
472,9.1,.435,21.0,1.3,.341,3.7,4.7,24,0.1,2.8,10.4,.421,24.8,6.3,.713,8.9,70,70,6-0,NBA,40.8,1.0,2.3,28.4,Allen Iverson,SG,2.1,None,3.3,3.8,PHI,.446,/players/i/iversal01.html
473,9.4,.441,21.2,1.4,.320,4.3,4.6,25,0.3,3.1,10.7,.420,25.5,8.2,.814,10.1,71,71,6-0,NBA,42.0,0.7,2.1,31.1,Allen Iverson,SG,2.5,None,3.3,3.8,PHI,.447,/players/i/iversal01.html
474,9.8,.419,23.4,1.3,.291,4.5,5.5,26,0.2,3.8,11.1,.398,27.8,7.9,.812,9.8,60,59,6-0,NBA,43.7,0.7,1.7,31.4,Allen Iverson,SG,2.8,None,4.0,4.5,PHI,.422,/players/i/iversal01.html
475,8.8,.440,20.0,1.0,.277,3.7,5.5,27,0.2,3.4,9.8,.414,23.7,7.0,.774,9.0,82,82,6-0,NBA,42.5,0.8,1.8,27.6,Allen Iverson,SG,2.7,None,3.5,4.2,PHI,.436,/players/i/iversal01.html
476,7.9,.408,19.3,1.2,.286,4.1,6.8,28,0.1,3.0,9.1,.387,23.4,7.1,.745,9.5,48,47,6-0,NBA,42.5,0.7,1.8,26.4,Allen Iverson,SG,2.4,None,4.4,3.7,PHI,.412,/players/i/iversal01.html
477,8.9,.451,19.7,1.4,.308,4.5,7.9,29,0.1,3.3,10.3,.424,24.2,8.7,.835,10.5,75,75,6-0,NBA,42.3,0.7,1.9,30.7,Allen Iverson,PG,2.4,None,4.6,4.0,PHI,.453,/players/i/iversal01.html
478,10.3,.465,22.2,1.0,.323,3.1,7.4,30,0.1,2.6,11.3,.447,25.3,9.4,.814,11.5,72,72,6-0,NBA,43.1,0.6,1.7,33.0,Allen Iverson,PG,1.9,None,3.4,3.2,PHI,.467,/players/i/iversal01.html
479,8.0,.465,17.2,1.0,.315,3.0,7.2,31,0.2,2.6,8.9,.442,20.2,7.5,.795,9.4,65,64,6-0,NBA,42.5,0.4,1.5,26.3,Allen Iverson,SG-PG,1.9,None,4.1,3.0,TOT,.466,/players/i/iversal01.html
480,9.3,.444,20.9,0.8,.226,3.5,7.3,31,0.1,2.3,10.1,.413,24.4,10.3,.885,11.6,15,15,6-0,NBA,42.7,0.5,1.4,31.2,Allen Iverson,PG,2.2,None,4.4,2.7,PHI,.429,/players/i/iversal01.html
481,7.6,.473,16.1,1.0,.347,2.9,7.2,31,0.2,2.7,8.6,.454,18.9,6.6,.759,8.7,50,49,6-0,NBA,42.4,0.3,1.5,24.8,Allen Iverson,SG,1.8,None,4.0,3.0,DEN,.480,/players/i/iversal01.html
482,7.5,.482,15.6,1.2,.345,3.4,7.1,32,0.1,2.4,8.7,.458,19.0,7.9,.809,9.7,82,82,6-0,NBA,41.8,0.6,1.3,26.4,Allen Iverson,SG,2.0,None,3.0,3.0,DEN,.488,/players/i/iversal01.html
483,5.6,.435,12.9,0.5,.283,1.7,5.0,33,0.1,2.5,6.1,.417,14.6,4.8,.781,6.1,57,53,6-0,NBA,36.7,0.5,1.5,17.5,Allen Iverson,PG-SG,1.5,None,2.6,3.0,TOT,.434,/players/i/iversal01.html
484,5.3,.500,10.7,0.7,.250,2.7,6.7,33,0.3,1.7,6.0,.450,13.3,6.0,.720,8.3,3,3,6-0,NBA,41.0,1.0,1.0,18.7,Allen Iverson,SG,1.0,None,3.3,2.7,DEN,.475,/players/i/iversal01.html
485,5.6,.432,13.0,0.5,.286,1.7,4.9,33,0.1,2.6,6.1,.416,14.7,4.7,.786,6.0,54,50,6-0,NBA,36.5,0.5,1.5,17.4,Allen Iverson,PG,1.6,None,2.5,3.1,DET,.432,/players/i/iversal01.html
486,4.5,.436,10.4,0.3,.360,0.9,4.0,34,0.1,2.3,4.9,.430,11.3,3.7,.794,4.7,28,24,6-0,NBA,30.9,0.6,1.7,13.8,Allen Iverson,SG-PG,0.7,None,2.3,2.8,TOT,.445,/players/i/iversal01.html
487,4.7,.560,8.3,0.3,1.000,0.3,3.7,34,0.0,1.0,5.0,.577,8.7,2.0,.500,4.0,3,0,6-0,NBA,22.3,0.3,1.7,12.3,Allen Iverson,PG,0.3,None,2.3,1.3,MEM,.596,/players/i/iversal01.html
488,4.5,.425,10.6,0.3,.333,1.0,4.1,34,0.1,2.4,4.8,.417,11.6,3.9,.824,4.8,25,24,6-0,NBA,31.9,0.6,1.7,13.9,Allen Iverson,SG,0.7,None,2.3,3.0,PHI,.431,/players/i/iversal01.html
489,,,,,,,4.1,24,,,8.6,.408,21.2,7.6,.777,9.8,70,None,6-5,NBA,40.8,,3.9,24.9,Elgin Baylor,SF,,None,,15.0,MNL,,/players/b/bayloel01.html
490,,,,,,,3.5,25,,,10.8,.424,25.4,8.1,.732,11.0,70,None,6-5,NBA,41.0,,3.3,29.6,Elgin Baylor,SF,,None,,16.4,MNL,,/players/b/bayloel01.html
491,,,,,,,5.1,26,,,12.8,.430,29.7,9.3,.783,11.8,73,None,6-5,NBA,42.9,,3.8,34.8,Elgin Baylor,SF,,None,,19.8,LAL,,/players/b/bayloel01.html
492,,,,,,,4.6,27,,,14.2,.428,33.1,9.9,.754,13.1,48,None,6-5,NBA,44.4,,3.2,38.3,Elgin Baylor,SF,,None,,18.6,LAL,,/players/b/bayloel01.html
493,,,,,,,4.8,28,,,12.9,.453,28.4,8.3,.837,9.9,80,None,6-5,NBA,42.1,,2.8,34.0,Elgin Baylor,SF,,None,,14.3,LAL,,/players/b/bayloel01.html
494,,,,,,,4.4,29,,,9.7,.425,22.8,6.0,.804,7.5,78,None,6-5,NBA,40.6,,3.0,25.4,Elgin Baylor,SF,,None,,12.0,LAL,,/players/b/bayloel01.html
495,,,,,,,3.8,30,,,10.3,.401,25.7,6.5,.792,8.2,74,None,6-5,NBA,41.3,,3.2,27.1,Elgin Baylor,SF,,None,,12.8,LAL,,/players/b/bayloel01.html
496,,,,,,,3.4,31,,,6.4,.401,15.9,3.8,.739,5.2,65,None,6-5,NBA,30.4,,2.4,16.6,Elgin Baylor,SF,,1965-66,,9.6,LAL,,/players/b/bayloel01.html
497,,,,,,,3.1,32,,,10.2,.429,23.7,6.3,.813,7.7,70,None,6-5,NBA,38.7,,3.0,26.6,Elgin Baylor,SF,,None,,12.8,LAL,,/players/b/bayloel01.html
498,,,,,,,4.6,33,,,9.8,.443,22.2,6.3,.786,8.1,77,None,6-5,NBA,39.3,,3.0,26.0,Elgin Baylor,SF,,None,,12.2,LAL,,/players/b/bayloel01.html
499,,,,,,,5.4,34,,,9.6,.447,21.5,5.5,.743,7.5,76,None,6-5,NBA,40.3,,2.7,24.8,Elgin Baylor,SF,,None,,10.6,LAL,,/players/b/bayloel01.html
500,,,,,,,5.4,35,,,9.5,.486,19.5,5.1,.773,6.6,54,None,6-5,NBA,41.0,,2.4,24.0,Elgin Baylor,SF,,None,,10.4,LAL,,/players/b/bayloel01.html
501,,,,,,,1.0,36,,,4.0,.421,9.5,2.0,.667,3.0,2,None,6-5,NBA,28.5,,3.0,10.0,Elgin Baylor,SF,,1970-71,,5.5,LAL,,/players/b/bayloel01.html
502,,,,,,,2.0,37,,,4.7,.433,10.8,2.4,.815,3.0,9,None,6-5,NBA,26.6,,2.2,11.8,Elgin Baylor,SF,,1971-72,,6.3,LAL,,/players/b/bayloel01.html
503,3.3,.433,7.6,0.9,.272,3.3,7.7,21,0.3,3.5,4.2,.385,10.8,2.4,.698,3.5,79,79,6-4,NBA,33.8,1.9,1.8,11.7,Jason Kidd,PG,1.9,1994-95,3.2,5.4,DAL,.426,/players/k/kiddja01.html
504,4.4,.401,11.1,1.6,.336,4.9,9.7,22,0.3,4.3,6.1,.381,16.0,2.8,.692,4.1,81,81,6-4,NBA,37.5,2.5,1.9,16.6,Jason Kidd,PG,2.2,None,4.0,6.8,DAL,.433,/players/k/kiddja01.html
505,2.8,.418,6.6,1.1,.370,3.0,9.0,23,0.4,3.4,3.9,.403,9.6,2.0,.679,3.0,55,45,6-4,NBA,35.7,1.2,2.1,10.9,Jason Kidd,PG,2.3,1996-97,2.6,4.5,TOT,.460,/players/k/kiddja01.html
506,2.5,.391,6.3,1.0,.323,3.0,9.1,23,0.4,2.7,3.4,.369,9.2,2.1,.667,3.1,22,22,6-4,NBA,36.0,1.4,1.9,9.9,Jason Kidd,PG,2.0,1996-97,3.0,4.1,DAL,.421,/players/k/kiddja01.html
507,3.0,.434,6.8,1.2,.400,3.0,9.0,23,0.4,3.8,4.2,.423,9.9,2.0,.688,2.9,33,23,6-4,NBA,35.5,1.0,2.2,11.6,Jason Kidd,PG,2.4,1996-97,2.3,4.8,PHO,.485,/players/k/kiddja01.html
508,3.5,.454,7.6,0.9,.313,2.8,9.1,24,0.3,4.9,4.4,.416,10.5,2.0,.799,2.5,82,82,6-4,NBA,38.0,1.3,1.7,11.6,Jason Kidd,PG,2.0,None,3.2,6.2,PHO,.458,/players/k/kiddja01.html
509,5.3,.461,11.5,0.9,.366,2.5,10.8,25,0.4,5.0,6.2,.444,14.0,3.6,.757,4.8,50,50,6-4,NBA,41.2,1.7,2.2,16.9,Jason Kidd,PG,2.3,1998-99,3.0,6.8,PHO,.476,/players/k/kiddja01.html
510,4.4,.427,10.3,0.8,.337,2.5,10.1,26,0.4,5.8,5.2,.409,12.8,3.0,.829,3.7,67,67,6-4,NBA,39.0,1.4,2.2,14.3,Jason Kidd,PG,2.0,None,3.4,7.2,PHO,.442,/players/k/kiddja01.html
511,5.0,.442,11.2,0.9,.297,3.0,9.8,27,0.3,5.2,5.9,.411,14.2,4.3,.814,5.2,77,76,6-4,NBA,39.8,1.2,2.2,16.9,Jason Kidd,PG,2.2,None,3.7,6.4,PHO,.443,/players/k/kiddja01.html
512,4.0,.424,9.4,1.4,.321,4.4,9.9,28,0.2,5.7,5.4,.391,13.9,2.5,.814,3.0,82,82,6-4,NBA,37.3,1.6,1.7,14.7,Jason Kidd,PG,2.1,None,3.5,7.3,NJN,.442,/players/k/kiddja01.html
513,4.9,.445,10.9,1.6,.341,4.6,8.9,29,0.3,4.9,6.4,.414,15.6,4.2,.841,5.0,80,80,6-4,NBA,37.4,1.4,1.6,18.7,Jason Kidd,PG,2.2,None,3.7,6.3,NJN,.465,/players/k/kiddja01.html
514,4.1,.411,9.9,1.4,.321,4.4,9.2,30,0.2,5.1,5.5,.384,14.3,3.1,.827,3.7,67,66,6-4,NBA,36.6,1.3,1.6,15.5,Jason Kidd,PG,1.8,None,3.2,6.4,NJN,.433,/players/k/kiddja01.html
515,3.2,.425,7.5,2.0,.360,5.4,8.3,31,0.1,6.0,5.2,.398,13.0,2.2,.740,2.9,66,65,6-4,NBA,36.9,1.4,1.7,14.4,Jason Kidd,PG,1.9,2004-05,2.5,7.4,NJN,.473,/players/k/kiddja01.html
516,2.8,.445,6.4,1.7,.352,4.9,8.4,32,0.4,6.2,4.6,.404,11.3,2.4,.795,3.1,80,80,6-4,NBA,37.2,1.1,2.0,13.3,Jason Kidd,PG,1.9,2005-06,2.4,7.3,NJN,.481,/players/k/kiddja01.html
517,3.1,.448,6.8,1.6,.343,4.5,9.2,33,0.3,6.5,4.6,.406,11.4,2.2,.778,2.9,80,80,6-4,NBA,36.7,1.7,1.8,13.0,Jason Kidd,PG,1.6,None,2.7,8.2,NJN,.475,/players/k/kiddja01.html
518,2.3,.387,6.0,1.5,.381,3.9,10.1,34,0.3,6.3,3.8,.385,9.9,1.7,.818,2.1,80,80,6-4,NBA,36.3,1.2,2.1,10.8,Jason Kidd,PG,1.7,None,3.3,7.5,TOT,.460,/players/k/kiddja01.html
519,2.3,.374,6.1,1.6,.356,4.6,10.4,34,0.3,6.9,3.9,.366,10.8,1.8,.820,2.2,51,51,6-4,NBA,37.2,1.1,1.8,11.3,Jason Kidd,PG,1.5,None,3.6,8.1,NJN,.443,/players/k/kiddja01.html
520,2.4,.411,5.8,1.2,.461,2.6,9.5,34,0.4,5.2,3.6,.426,8.4,1.5,.815,1.9,29,29,6-4,NBA,34.9,1.2,2.6,9.9,Jason Kidd,PG,2.1,None,2.8,6.5,DAL,.498,/players/k/kiddja01.html
521,1.6,.427,3.6,1.6,.406,4.0,8.7,35,0.5,5.1,3.2,.416,7.6,1.1,.819,1.3,81,81,6-4,NBA,35.6,1.0,2.1,9.0,Jason Kidd,PG,2.0,2008-09,2.3,6.2,DAL,.522,/players/k/kiddja01.html
522,1.4,.420,3.2,2.2,.425,5.2,9.1,36,0.4,5.0,3.6,.423,8.4,1.0,.808,1.2,80,80,6-4,NBA,36.0,0.6,1.8,10.3,Jason Kidd,PG,1.8,None,2.4,5.6,DAL,.554,/players/k/kiddja01.html
523,1.0,.400,2.6,1.7,.340,4.9,8.2,37,0.4,4.0,2.7,.361,7.5,0.8,.870,1.0,80,80,6-4,NBA,33.2,0.4,1.5,7.9,Jason Kidd,PG,1.7,2010-11,2.2,4.4,DAL,.472,/players/k/kiddja01.html
524,0.4,.400,1.0,1.6,.354,4.6,5.5,38,0.2,3.8,2.1,.363,5.7,0.5,.786,0.6,48,48,6-4,NBA,28.7,0.3,1.7,6.2,Jason Kidd,PG,1.7,2011-12,1.9,4.1,DAL,.507,/players/k/kiddja01.html
525,0.5,.452,1.1,1.5,.351,4.3,3.3,39,0.3,3.6,2.0,.372,5.4,0.5,.833,0.6,76,48,6-4,NBA,26.9,0.7,1.6,6.0,Jason Kidd,SG,1.6,2012-13,1.0,4.3,NYK,.511,/players/k/kiddja01.html
526,,,,,,,0.7,24,,,1.8,.429,4.2,1.1,.714,1.5,56,None,6-4,NBA,10.6,,0.8,4.6,Sam Jones,SG,,1957-58,,2.9,BOS,,/players/j/jonessa01.html
527,,,,,,,1.4,25,,,4.3,.434,9.9,2.1,.770,2.8,71,None,6-4,NBA,20.6,,1.4,10.7,Sam Jones,SF,,1958-59,,6.0,BOS,,/players/j/jonessa01.html
528,,,,,,,1.7,26,,,4.8,.454,10.6,2.3,.764,3.0,74,None,6-4,NBA,20.4,,1.4,11.9,Sam Jones,SF,,1959-60,,5.1,BOS,,/players/j/jonessa01.html
529,,,,,,,2.8,27,,,6.2,.449,13.7,2.7,.787,3.4,78,None,6-4,NBA,26.0,,1.9,15.0,Sam Jones,SG,,1960-61,,5.4,BOS,,/players/j/jonessa01.html
530,,,,,,,3.0,28,,,7.6,.464,16.5,3.1,.818,3.8,78,None,6-4,NBA,30.6,,1.9,18.4,Sam Jones,SG,,None,,5.9,BOS,,/players/j/jonessa01.html
531,,,,,,,3.2,29,,,8.2,.476,17.2,3.4,.793,4.3,76,None,6-4,NBA,30.6,,2.1,19.7,Sam Jones,SG,,1962-63,,5.2,BOS,,/players/j/jonessa01.html
532,,,,,,,2.7,30,,,8.1,.450,17.9,3.3,.783,4.2,76,None,6-4,NBA,31.3,,2.5,19.4,Sam Jones,SG,,None,,4.6,BOS,,/players/j/jonessa01.html
533,,,,,,,2.8,31,,,10.3,.452,22.7,5.4,.820,6.5,80,None,6-4,NBA,36.1,,2.2,25.9,Sam Jones,SG,,None,,5.1,BOS,,/players/j/jonessa01.html
534,,,,,,,3.2,32,,,9.3,.469,19.9,4.9,.799,6.1,67,None,6-4,NBA,32.2,,2.5,23.5,Sam Jones,SG,,None,,5.2,BOS,,/players/j/jonessa01.html
535,,,,,,,3.0,33,,,8.9,.454,19.5,4.4,.857,5.2,72,None,6-4,NBA,32.3,,2.7,22.1,Sam Jones,SG,,1966-67,,4.7,BOS,,/players/j/jonessa01.html
536,,,,,,,3.0,34,,,8.5,.461,18.5,4.3,.827,5.2,73,None,6-4,NBA,33.0,,2.5,21.3,Sam Jones,PG,,None,,4.9,BOS,,/players/j/jonessa01.html
537,,,,,,,2.6,35,,,7.1,.450,15.8,2.1,.783,2.7,70,None,6-4,NBA,26.0,,1.7,16.3,Sam Jones,SG,,1968-69,,3.8,BOS,,/players/j/jonessa01.html
538,3.1,.459,6.9,0.0,.077,0.2,6.4,22,0.2,1.6,3.2,.450,7.0,0.8,.711,1.2,82,82,6-4,NBA,27.4,1.3,3.0,7.2,Gary Payton,PG,2.0,1990-91,2.2,3.0,SEA,.451,/players/p/paytoga01.html
539,4.0,.461,8.8,0.0,.130,0.3,6.2,23,0.3,2.1,4.1,.451,9.1,1.2,.669,1.8,81,79,6-4,NBA,31.5,1.5,3.1,9.4,Gary Payton,PG,1.8,1991-92,2.1,3.6,SEA,.453,/players/p/paytoga01.html
540,5.7,.505,11.3,0.1,.206,0.4,4.9,24,0.3,2.3,5.8,.494,11.7,1.8,.770,2.4,82,78,6-4,NBA,31.1,1.2,3.0,13.5,Gary Payton,PG,2.2,1992-93,1.8,3.4,SEA,.498,/players/p/paytoga01.html
541,6.9,.515,13.5,0.2,.278,0.7,6.0,25,0.2,2.0,7.1,.504,14.1,2.0,.595,3.4,82,82,6-4,NBA,35.1,1.3,2.8,16.5,Gary Payton,PG,2.3,None,2.1,3.3,SEA,.510,/players/p/paytoga01.html
542,7.5,.553,13.6,0.9,.302,2.8,7.1,26,0.2,2.1,8.4,.509,16.4,3.0,.716,4.2,82,82,6-4,NBA,36.8,1.3,2.5,20.6,Gary Payton,PG,2.5,None,2.5,3.4,SEA,.535,/players/p/paytoga01.html
543,6.4,.532,12.1,1.2,.328,3.7,7.5,27,0.2,2.9,7.6,.484,15.8,2.8,.748,3.8,81,81,6-4,NBA,39.0,1.3,2.7,19.3,Gary Payton,PG,2.9,None,3.2,4.2,SEA,.523,/players/p/paytoga01.html
544,7.2,.533,13.4,1.5,.313,4.6,7.1,28,0.2,3.3,8.6,.476,18.1,3.1,.715,4.3,82,82,6-4,NBA,39.2,1.3,2.5,21.8,Gary Payton,PG,2.4,None,2.6,4.6,SEA,.517,/players/p/paytoga01.html
545,5.4,.505,10.7,1.6,.338,4.8,8.3,29,0.2,3.6,7.1,.453,15.6,3.4,.744,4.6,82,82,6-4,NBA,38.4,0.9,2.4,19.2,Gary Payton,PG,2.3,None,2.8,4.6,SEA,.505,/players/p/paytoga01.html
546,6.4,.495,12.8,1.7,.295,5.6,8.7,30,0.2,3.6,8.0,.434,18.5,4.0,.721,5.5,50,50,6-4,NBA,40.2,1.2,2.3,21.7,Gary Payton,PG,2.2,1998-99,3.1,4.9,SEA,.479,/players/p/paytoga01.html
547,7.0,.497,14.0,2.2,.340,6.3,8.9,31,0.2,5.2,9.1,.448,20.3,3.8,.735,5.2,82,82,6-4,NBA,41.8,1.2,2.2,24.2,Gary Payton,PG,1.9,None,2.7,6.5,SEA,.502,/players/p/paytoga01.html
548,7.9,.472,16.7,1.3,.375,3.4,8.1,32,0.3,3.6,9.2,.456,20.1,3.4,.766,4.5,79,79,6-4,NBA,41.1,0.9,2.3,23.1,Gary Payton,PG,1.6,None,2.6,4.6,SEA,.488,/players/p/paytoga01.html
549,8.1,.494,16.4,0.9,.314,2.9,9.0,33,0.3,3.9,9.0,.467,19.2,3.3,.797,4.1,82,82,6-4,NBA,40.3,1.0,2.2,22.1,Gary Payton,PG,1.6,None,2.5,4.8,SEA,.490,/players/p/paytoga01.html
550,7.6,.476,16.1,0.7,.297,2.3,8.3,34,0.3,3.2,8.3,.454,18.3,3.1,.710,4.4,80,80,6-4,NBA,40.1,1.0,2.3,20.4,Gary Payton,PG,1.7,None,2.3,4.2,TOT,.472,/players/p/paytoga01.html
551,7.9,.467,16.9,0.7,.298,2.2,8.8,34,0.2,3.7,8.5,.448,19.1,3.1,.692,4.5,52,52,6-4,NBA,40.8,1.1,2.3,20.8,Gary Payton,PG,1.8,None,2.5,4.8,SEA,.465,/players/p/paytoga01.html
552,7.2,.495,14.5,0.7,.294,2.4,7.4,34,0.3,2.3,7.9,.466,16.9,3.1,.746,4.2,28,28,6-4,NBA,38.8,0.8,2.3,19.6,Gary Payton,PG,1.4,None,2.0,3.1,MIL,.487,/players/p/paytoga01.html
553,5.2,.497,10.5,0.7,.333,2.0,5.5,35,0.2,3.3,5.9,.471,12.5,2.2,.714,3.1,82,82,6-4,NBA,34.5,0.9,2.1,14.6,Gary Payton,PG,1.2,2003-04,1.8,4.2,LAL,.498,/players/p/paytoga01.html
554,3.9,.498,7.7,0.5,.326,1.7,6.1,36,0.2,2.4,4.4,.468,9.4,2.0,.761,2.6,77,77,6-4,NBA,33.0,0.6,1.6,11.3,Gary Payton,PG,1.1,2004-05,1.9,3.1,BOS,.497,/players/p/paytoga01.html
555,2.0,.517,3.9,0.8,.287,2.8,3.2,37,0.1,2.5,2.8,.420,6.8,1.2,.794,1.6,81,25,6-4,NBA,28.5,0.4,2.1,7.7,Gary Payton,PG,0.9,2005-06,1.3,2.9,MIA,.481,/players/p/paytoga01.html
556,1.6,.461,3.6,0.5,.260,1.8,3.0,38,0.0,1.7,2.1,.393,5.4,0.6,.667,0.8,68,28,6-4,NBA,22.1,0.3,1.7,5.3,Gary Payton,PG,0.6,2006-07,1.0,1.9,MIA,.437,/players/p/paytoga01.html
557,7.7,.477,16.2,0.0,.000,0.1,2.0,23,2.1,6.5,7.7,.474,16.3,4.5,.739,6.1,50,50,7-0,NBA,35.4,2.5,3.8,20.0,Patrick Ewing,C,1.1,None,3.4,9.0,NYK,.474,/players/e/ewingpa01.html
558,8.4,.507,16.6,0.0,.000,0.1,1.7,24,2.3,6.3,8.4,.503,16.7,4.7,.713,6.6,63,63,7-0,NBA,35.0,2.5,3.9,21.5,Patrick Ewing,PF,1.4,1986-87,3.6,8.8,NYK,.503,/players/e/ewingpa01.html
559,8.0,.556,14.4,0.0,.000,0.0,1.5,25,3.0,5.3,8.0,.555,14.4,4.2,.716,5.8,82,82,7-0,NBA,31.0,3.0,4.0,20.2,Patrick Ewing,C,1.3,None,3.5,8.2,NYK,.555,/players/e/ewingpa01.html
560,9.1,.570,16.0,0.0,.000,0.1,2.4,26,3.5,6.6,9.1,.567,16.0,4.5,.746,6.1,80,80,7-0,NBA,36.2,2.7,3.9,22.7,Patrick Ewing,C,1.5,None,3.3,9.3,NYK,.567,/players/e/ewingpa01.html
561,11.2,.552,20.4,0.0,.250,0.0,2.2,27,4.0,8.0,11.2,.551,20.4,6.1,.775,7.9,82,82,7-0,NBA,38.6,2.9,4.0,28.6,Patrick Ewing,C,1.0,None,3.4,10.9,NYK,.551,/players/e/ewingpa01.html
562,10.4,.516,20.2,0.0,.000,0.1,3.0,28,3.2,8.8,10.4,.514,20.3,5.7,.745,7.7,81,81,7-0,NBA,38.3,2.4,3.5,26.6,Patrick Ewing,C,1.0,None,3.6,11.2,NYK,.514,/players/e/ewingpa01.html
563,9.7,.523,18.5,0.0,.167,0.1,1.9,29,3.0,8.5,9.7,.522,18.6,4.6,.738,6.2,82,82,7-0,NBA,38.4,2.8,3.4,24.0,Patrick Ewing,C,1.1,None,2.5,11.2,NYK,.522,/players/e/ewingpa01.html
564,9.6,.504,19.0,0.0,.143,0.1,1.9,30,2.0,9.7,9.6,.503,19.1,4.9,.719,6.9,81,81,7-0,NBA,37.1,2.4,3.5,24.2,Patrick Ewing,C,0.9,None,3.3,12.1,NYK,.503,/players/e/ewingpa01.html
565,9.4,.498,18.8,0.1,.286,0.2,2.3,31,2.7,8.4,9.4,.496,19.0,5.6,.765,7.4,79,79,7-0,NBA,37.6,2.8,3.5,24.5,Patrick Ewing,C,1.1,None,3.3,11.2,NYK,.497,/players/e/ewingpa01.html
566,9.2,.506,18.1,0.1,.286,0.3,2.7,32,2.0,9.0,9.2,.503,18.4,5.3,.750,7.1,79,79,7-0,NBA,37.0,2.0,3.4,23.9,Patrick Ewing,C,0.9,None,3.2,11.0,NYK,.505,/players/e/ewingpa01.html
567,8.9,.472,18.8,0.1,.143,0.4,2.1,33,2.4,8.5,8.9,.466,19.2,4.6,.761,6.1,76,76,7-0,NBA,36.6,2.1,3.3,22.5,Patrick Ewing,C,0.9,None,2.9,10.6,NYK,.467,/players/e/ewingpa01.html
